ʼ	+cg
̥	-voi
ʰ	+sg
̟	
̠	
̈	
̩	+syl
̯	-syl
˞	-ant,+hi,+round
̤	+sg
̰	+cg
ˀ	+cg
ˀ	+cg
̼	+lab
ʷ	+round,+back,+hi
ʲ	+hi,-back
ᶣ	+hi,-back,+round
ˠ	+hi,+back
ˤ	+lo,+back
̴	+hi,+back
̝	
̞	
̘	+tense
̙	-tense
̺	-distr
̻	+distr
̃	+nas
ⁿ	+nas
ˡ	+lat,+delrel
ː	+long
̆	-long
